Model / Part,Cores,Threads,Freq.,Turbo freq.,L2 cache,TDP (Watt),Socket,Category,FSB (MHz),L3 cache,L1 cache,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
Opteron 154,1,1,2.8 GHz,,1MB,104.0,Socket 939,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 156,1,1,3 GHz,,1MB,104.0,Socket 939,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 240,1,1,1.4 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 240,1,1,1.4 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 240,1,1,1.4 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 240,1,1,1.4 GHz,,1MB,85.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 240,1,1,1.4 GHz,,1MB,,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 240 EE,1,1,1.4 GHz,,1MB,30.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 242,1,1,1.6 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 242,1,1,1.6 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 242,1,1,1.6 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 242,1,1,1.6 GHz,,1MB,85.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 242,1,1,1.6 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 242,1,1,1.6 GHz,,1MB,,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 244,1,1,1.8 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 244,1,1,1.8 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 244,1,1,1.8 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 244,1,1,1.8 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 244 HE,1,1,1.8 GHz,,1MB,55.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 246,1,1,2 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 246,1,1,2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 246,1,1,2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 246,1,1,2 GHz,,1MB,,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 246 HE,1,1,2 GHz,,1MB,54.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 246 HE,1,1,2 GHz,,1MB,55.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 248,1,1,2.2 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 248,1,1,2.2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 248,1,1,2.2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 248 HE,1,1,2.2 GHz,,1MB,54.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 250,1,1,2.4 GHz,,1MB,68.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 250,1,1,2.4 GHz,,1MB,68.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 250,1,1,2.4 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 250,1,1,2.4 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 250 HE,1,1,2.4 GHz,,1MB,54.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 252,1,1,2.6 GHz,,1MB,68.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 252,1,1,2.6 GHz,,1MB,92.6,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 254,1,1,2.8 GHz,,1MB,68.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 254,1,1,2.8 GHz,,1MB,92.6,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 256,1,1,3 GHz,,1MB,92.6,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 840,1,1,1.4 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 840,1,1,1.4 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 840,1,1,1.4 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 840 EE,1,1,1.4 GHz,,1MB,30.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 842,1,1,1.6 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 842,1,1,1.6 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 842,1,1,1.6 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 842,1,1,1.6 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 844,1,1,1.8 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 844,1,1,1.8 GHz,,1MB,82.1,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 844,1,1,1.8 GHz,,1MB,84.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 844,1,1,1.8 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 846,1,1,2 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 846,1,1,2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 846,1,1,2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 846 HE,1,1,2 GHz,,1MB,54.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 846 HE,1,1,2 GHz,,1MB,55.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 848,1,1,2.2 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 848,1,1,2.2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 848,1,1,2.2 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 848 HE,1,1,2.2 GHz,,1MB,54.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 850,1,1,2.4 GHz,,1MB,85.3,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 850,1,1,2.4 GHz,,1MB,89.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 850 HE,1,1,2.4 GHz,,1MB,54.7,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 852,1,1,2.6 GHz,,1MB,68.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 852,1,1,2.6 GHz,,1MB,92.6,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 854,1,1,2.8 GHz,,1MB,68.0,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 854,1,1,2.8 GHz,,1MB,92.6,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 856,1,1,3 GHz,,1MB,92.6,Socket 940,Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 3250 HE,4,4,2.5 GHz,3.5 GHz,4MB,45.0,Socket AM3+,Opteron 3200 series,,4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 3260 HE,4,4,2.7 GHz,3.7 GHz,4MB,45.0,Socket AM3+,Opteron 3200 series,,4MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 3280,8,8,2.4 GHz,3.5 GHz,8MB,65.0,Socket AM3+,Opteron 3200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 3320 EE,4,4,1.9 GHz,2.5 GHz,4MB,25.0,Socket AM3+,Opteron 3300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 3350 HE,4,4,2.8 GHz,3.8 GHz,4MB,45.0,Socket AM3+,Opteron 3300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 3365,8,8,2.3 GHz,3.3 GHz,8MB,65.0,Socket AM3+,Opteron 3300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 3380,8,8,2.6 GHz,3.6 GHz,8MB,65.0,Socket AM3+,Opteron 3300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4105,4,4,1.2 GHz,,2MB,95.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4122,4,4,2.2 GHz,,2MB,95.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4130,4,4,2.6 GHz,,2MB,95.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4133,4,4,2.8 GHz,,2MB,95.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4139,4,4,3.1 GHz,,2MB,95.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4145 SE,4,4,3.5 GHz,,2MB,128.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4162 EE,6,6,1.7 GHz,,3MB,35.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4164 EE,6,6,1.8 GHz,,3MB,35.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4170 HE,6,6,2.1 GHz,,3MB,65.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4171 HE,6,6,2.1 GHz,,3MB,50.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4174 HE,6,6,2.3 GHz,,3MB,65.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4176 HE,6,6,2.4 GHz,,3MB,65.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4180,6,6,2.6 GHz,,3MB,95.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4184,6,6,2.8 GHz,,3MB,95.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 41GL EE,6,6,1.8 GHz,,3MB,40.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 41KX HE,6,6,2.2 GHz,,3MB,65.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 41LE HE,4,4,2.3 GHz,,2MB,65.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 41QS HE,4,4,2.5 GHz,,2MB,65.0,Socket C32,Opteron 4100 series,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4226,6,6,2.7 GHz,3.1 GHz,6MB,95.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4228 HE,6,6,2.8 GHz,3.6 GHz,6MB,65.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4230 HE,6,6,2.9 GHz,3.7 GHz,6MB,65.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4234,6,6,3.1 GHz,3.5 GHz,6MB,95.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4238,6,6,3.3 GHz,3.7 GHz,6MB,95.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4240,6,6,3.4 GHz,3.8 GHz,6MB,95.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4256 EE,8,8,1.6 GHz,2.8 GHz,8MB,35.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4274 HE,8,8,2.5 GHz,3.5 GHz,8MB,65.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4276 HE,8,8,2.6 GHz,3.6 GHz,8MB,65.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4280,8,8,2.8 GHz,3.5 GHz,8MB,95.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4284,8,8,3 GHz,3.7 GHz,8MB,95.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 42DX EE,4,4,2.2 GHz,3.3 GHz,4MB,40.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 42MX HE,8,8,2.2 GHz,3.3 GHz,8MB,65.0,Socket C32,Opteron 4200 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4310 EE,4,4,2.2 GHz,3 GHz,4MB,35.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4332 HE,6,6,3 GHz,3.7 GHz,6MB,65.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4334,6,6,3.1 GHz,3.5 GHz,6MB,95.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4340,6,6,3.5 GHz,3.8 GHz,6MB,95.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4365 EE,8,8,2 GHz,2.8 GHz,8MB,40.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4376 HE,8,8,2.6 GHz,3.6 GHz,8MB,65.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 4386,8,8,3.1 GHz,3.8 GHz,8MB,95.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 43CX EE,4,4,2.2 GHz,3 GHz,4MB,35.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 43GK HE,8,8,2.6 GHz,3.6 GHz,8MB,65.0,Socket C32,Opteron 4300 series,,8MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6124 HE,8,8,1.8 GHz,,4MB,85.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6128,8,8,2 GHz,,4MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6128 HE,8,8,2 GHz,,4MB,85.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6132 HE,8,8,2.2 GHz,,4MB,85.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6134,8,8,2.3 GHz,,4MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6136,8,8,2.4 GHz,,4MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6140,8,8,2.6 GHz,,4MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6164 HE,12,12,1.7 GHz,,6MB,85.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6166 HE,12,12,1.8 GHz,,6MB,85.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6168,12,12,1.9 GHz,,6MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6172,12,12,2.1 GHz,,6MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6174,12,12,2.2 GHz,,6MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6176,12,12,2.3 GHz,,6MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6176 SE,12,12,2.3 GHz,,6MB,140.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6180 SE,12,12,2.5 GHz,,6MB,140.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 61KS,8,8,2 GHz,,4MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 61QS,8,8,2.3 GHz,,4MB,115.0,Socket G34,Opteron 6100 series,,12MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6204,4,4,3.3 GHz,,4MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6212,8,8,2.6 GHz,3.2 GHz,8MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6220,8,8,3 GHz,3.6 GHz,8MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6230 HE (1),12,12,2.2 GHz,3.1 GHz,12MB,85.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6234,12,12,2.4 GHz,3 GHz,12MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6238,12,12,2.6 GHz,3.2 GHz,12MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6262 HE,16,16,1.6 GHz,2.9 GHz,16MB,85.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6272,16,16,2.1 GHz,3 GHz,16MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6274,16,16,2.2 GHz,3.1 GHz,16MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6275,16,16,2.3 GHz,3.2 GHz,16MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6276,16,16,2.3 GHz,3.2 GHz,16MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6278,16,16,2.4 GHz,3.3 GHz,16MB,115.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6282 SE,16,16,2.6 GHz,3.3 GHz,16MB,140.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6284 SE,16,16,2.7 GHz,3.4 GHz,16MB,140.0,Socket G34,Opteron 6200 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6308,4,4,3.5 GHz,,4MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6320,8,8,2.8 GHz,3.3 GHz,8MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6328,8,8,3.2 GHz,3.8 GHz,8MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6338P,12,12,2.3 GHz,2.8 GHz,12MB,99.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6344,12,12,2.6 GHz,3.2 GHz,12MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6348,12,12,2.8 GHz,3.4 GHz,12MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6366 HE,16,16,1.8 GHz,3.1 GHz,16MB,85.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6370P,16,16,2 GHz,2.5 GHz,16MB,99.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6376,16,16,2.3 GHz,3.2 GHz,16MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6378,16,16,2.4 GHz,3.3 GHz,16MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6380,16,16,2.5 GHz,3.4 GHz,16MB,115.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 6386 SE,16,16,2.8 GHz,3.5 GHz,16MB,140.0,Socket G34,Opteron 6300 series,,16MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II N620,2,2,2.8 GHz,,2MB,35.0,Socket S1 (S1g4),Phenom II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II N640,2,2,2.9 GHz,,2MB,35.0,Socket S1 (S1g4),Phenom II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II N660,2,2,3 GHz,,2MB,35.0,Socket S1 (S1g4),Phenom II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II P650,2,2,2.6 GHz,,2MB,25.0,Socket S1 (S1g4),Phenom II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II X620,2,2,3.1 GHz,,2MB,45.0,Socket S1 (S1g4),Phenom II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II X640,2,2,3.2 GHz,,2MB,45.0,Socket S1 (S1g4),Phenom II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II N930,4,4,2 GHz,,2MB,35.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II N950,4,4,2.1 GHz,,2MB,35.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II N970,4,4,2.2 GHz,,2MB,35.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II P920,4,4,1.6 GHz,,2MB,25.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II P940,4,4,1.7 GHz,,2MB,25.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II P960,4,4,1.8 GHz,,2MB,25.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II X920,4,4,2.3 GHz,,2MB,45.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom II X940,4,4,2.4 GHz,,2MB,45.0,Socket S1 (S1g4),Phenom II Quad-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
