Model / Part,Cores,Threads,Freq.,Turbo freq.,FSB (MHz),L2 cache,TDP (Watt),Socket,Category,L3 cache,L1 cache,releaseDate,cores,threads,maxTurboClock,baseClock,cache,cacheInfo,TDP,lith,status,integratedG
Core 2 Duo T9550,2,2,2.667 GHz,,1066.0,6MB,35.0,Socket P,Core 2 Duo Mobile,,,2008.0,2.0,2.0,,2.66,35.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Duo T9600,2,2,2.8 GHz,,1066.0,6MB,35.0,BGA479,Core 2 Duo Mobile,,,2008.0,2.0,,,2.8,35.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Duo T9600,2,2,2.8 GHz,,1066.0,6MB,35.0,Socket P,Core 2 Duo Mobile,,,2008.0,2.0,,,2.8,35.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Duo T9800,2,2,2.933 GHz,,1066.0,6MB,35.0,Socket P,Core 2 Duo Mobile,,,2008.0,2.0,2.0,,2.93,35.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Duo T9900,2,2,3.067 GHz,,1066.0,6MB,35.0,BGA479,Core 2 Duo Mobile,,,2009.0,2.0,2.0,,3.06,35.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Duo T9900,2,2,3.067 GHz,,1066.0,6MB,35.0,Socket P,Core 2 Duo Mobile,,,2009.0,2.0,2.0,,3.06,35.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Duo U7500,2,2,1.067 GHz,,533.0,2MB,10.0,BGA479,Core 2 Duo Mobile,,,2006.0,2.0,2.0,,1.06,10.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo U7500,2,2,1.067 GHz,,533.0,2MB,10.0,BGA479,Core 2 Duo Mobile,,,2006.0,2.0,2.0,,1.06,10.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo U7600,2,2,1.2 GHz,,533.0,2MB,10.0,BGA479,Core 2 Duo Mobile,,,2007.0,2.0,2.0,,1.2,10.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo U7600,2,2,1.2 GHz,,533.0,2MB,10.0,BGA479,Core 2 Duo Mobile,,,,2.0,2.0,,1.2,10.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo U7700,2,2,1.333 GHz,,533.0,2MB,10.0,BGA479,Core 2 Duo Mobile,,,2008.0,2.0,2.0,,1.33,10.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Extreme QX6700,4,4,2.667 GHz,,1066.0,8MB,130.0,Socket 775,Core 2 Extreme,,,,,,,,,,,,,
Core 2 Extreme QX6800,4,4,2.933 GHz,,1066.0,8MB,130.0,Socket 775,Core 2 Extreme,,,,,,,,,,,,,
Core 2 Extreme QX6850,4,4,3 GHz,,1333.0,8MB,130.0,Socket 775,Core 2 Extreme,,,,,,,,,,,,,
Core 2 Extreme QX9650,4,4,3 GHz,,1333.0,12MB,130.0,Socket 775,Core 2 Extreme,,,,,,,,,,,,,
Core 2 Extreme QX9770,4,4,3.2 GHz,,1600.0,12MB,136.0,Socket 775,Core 2 Extreme,,,,,,,,,,,,,
Core 2 Extreme QX9775,4,4,3.2 GHz,,1600.0,12MB,150.0,Socket 771,Core 2 Extreme,,,,,,,,,,,,,
Core 2 Extreme X6800,2,2,2.933 GHz,,1066.0,4MB,75.0,Socket 775,Core 2 Extreme,,,,,,,,,,,,,
Core 2 Extreme QX9300,4,4,2.533 GHz,,1066.0,12MB,45.0,Socket P,Core 2 Extreme Mobile,,,,,,,,,,,,,
Core 2 Extreme X7800,2,2,2.6 GHz,,800.0,4MB,44.0,Socket P,Core 2 Extreme Mobile,,,,,,,,,,,,,
Core 2 Extreme X7900,2,2,2.8 GHz,,800.0,4MB,44.0,Socket P,Core 2 Extreme Mobile,,,,,,,,,,,,,
Core 2 Extreme X9000,2,2,2.8 GHz,,800.0,6MB,44.0,Socket P,Core 2 Extreme Mobile,,,,,,,,,,,,,
Core 2 Extreme X9100,2,2,3.067 GHz,,1066.0,6MB,44.0,Socket P,Core 2 Extreme Mobile,,,,,,,,,,,,,
Core 2 Quad Q6400,4,4,2.133 GHz,,1066.0,8MB,,Socket 775,Core 2 Quad,,,,,,,,,,,,,
Core 2 Quad Q6600,4,4,2.4 GHz,,1066.0,8MB,95.0,Socket 775,Core 2 Quad,,,2007.0,4.0,4.0,,2.4,105.0,L2 Cache,8.0,65.0,Discontinued,
Core 2 Quad Q6700,4,4,2.667 GHz,,1066.0,8MB,95.0,Socket 775,Core 2 Quad,,,2007.0,4.0,4.0,,2.66,105.0,L2 Cache,8.0,65.0,Discontinued,
Core 2 Quad Q8200,4,4,2.333 GHz,,1333.0,4MB,95.0,Socket 775,Core 2 Quad,,,2008.0,4.0,4.0,,2.33,95.0,L2 Cache,4.0,45.0,Discontinued,
Core 2 Quad Q8200S,4,4,2.333 GHz,,1333.0,4MB,65.0,Socket 775,Core 2 Quad,,,2009.0,4.0,4.0,,2.33,65.0,L2 Cache,4.0,45.0,Discontinued,
Core 2 Quad Q8300,4,4,2.5 GHz,,1333.0,4MB,95.0,Socket 775,Core 2 Quad,,,2008.0,4.0,4.0,,2.5,95.0,L2 Cache,4.0,45.0,Discontinued,
Core 2 Quad Q8400,4,4,2.667 GHz,,1333.0,4MB,95.0,Socket 775,Core 2 Quad,,,2009.0,4.0,4.0,,2.66,95.0,L2 Cache,4.0,45.0,Discontinued,
Core 2 Quad Q8400S,4,4,2.667 GHz,,1333.0,4MB,65.0,Socket 775,Core 2 Quad,,,2009.0,4.0,4.0,,2.66,65.0,L2 Cache,4.0,45.0,Discontinued,
Core 2 Quad Q9250,4,4,2.333 GHz,,1333.0,12MB,,Socket 775,Core 2 Quad,,,,,,,,,,,,,
Core 2 Quad Q9300,4,4,2.5 GHz,,1333.0,6MB,95.0,Socket 775,Core 2 Quad,,,2008.0,4.0,4.0,,2.5,95.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Quad Q9400,4,4,2.667 GHz,,1333.0,6MB,95.0,Socket 775,Core 2 Quad,,,2008.0,4.0,4.0,,2.66,95.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Quad Q9400S,4,4,2.667 GHz,,1333.0,6MB,65.0,Socket 775,Core 2 Quad,,,2009.0,4.0,4.0,,2.66,65.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Quad Q9450,4,4,2.667 GHz,,1333.0,12MB,95.0,Socket 775,Core 2 Quad,,,2008.0,4.0,4.0,,2.66,95.0,L2 Cache,12.0,45.0,Discontinued,
Core 2 Quad Q9450S,4,4,2.667 GHz,,1333.0,12MB,65.0,Socket 775,Core 2 Quad,,,,,,,,,,,,,
Core 2 Quad Q9500,4,4,2.833 GHz,,1333.0,6MB,95.0,Socket 775,Core 2 Quad,,,,4.0,4.0,,2.83,95.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Quad Q9505,4,4,2.833 GHz,,1333.0,6MB,95.0,Socket 775,Core 2 Quad,,,2009.0,4.0,4.0,,2.83,95.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Quad Q9505S,4,4,2.833 GHz,,1333.0,6MB,65.0,Socket 775,Core 2 Quad,,,2009.0,4.0,4.0,,2.83,65.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Quad Q9550,4,4,2.833 GHz,,1333.0,12MB,95.0,Socket 775,Core 2 Quad,,,2008.0,4.0,4.0,,2.83,95.0,L2 Cache,12.0,45.0,Discontinued,
Core 2 Quad Q9550S,4,4,2.833 GHz,,1333.0,12MB,65.0,Socket 775,Core 2 Quad,,,2009.0,4.0,4.0,,2.83,65.0,L2 Cache,12.0,45.0,Discontinued,
Core 2 Quad Q9650,4,4,3 GHz,,1333.0,12MB,95.0,Socket 775,Core 2 Quad,,,2008.0,4.0,4.0,,3.0,95.0,L2 Cache,12.0,45.0,Discontinued,
Core 2 Quad Q9700,4,4,3.167 GHz,,1333.0,6MB,95.0,Socket 775,Core 2 Quad,,,,,,,,,,,,,
Core 2 Quad Q9705,4,4,3.167 GHz,,1333.0,6MB,95.0,Socket 775,Core 2 Quad,,,,,,,,,,,,,
Core 2 Quad Q9000,4,4,2 GHz,,1066.0,6MB,45.0,Socket P,Core 2 Quad Mobile,,,2009.0,4.0,4.0,,2.0,45.0,L2 Cache,6.0,45.0,Discontinued,
Core 2 Quad Q9100,4,4,2.267 GHz,,1066.0,12MB,45.0,Socket P,Core 2 Quad Mobile,,,2008.0,4.0,4.0,,2.26,45.0,L2 Cache,12.0,45.0,Discontinued,
Core 2 Solo SU3300,1,1,1.2 GHz,,800.0,3MB,5.5,BGA956,Core 2 Solo,,,,,,,,,,,,,
Core 2 Solo SU3500,1,1,1.4 GHz,,800.0,3MB,5.5,BGA956,Core 2 Solo,,,2009.0,1.0,1.0,,1.3,5.5,,3.0,45.0,Discontinued,
Core 2 Solo U2100,1,1,1.067 GHz,,533.0,1MB,5.5,BGA479,Core 2 Solo,,,2007.0,1.0,1.0,,1.06,5.5,L2 Cache,1.0,65.0,Discontinued,
Core 2 Solo U2200,1,1,1.2 GHz,,533.0,1MB,5.5,BGA479,Core 2 Solo,,,2007.0,1.0,1.0,,1.2,5.5,L2 Cache,1.0,65.0,Discontinued,
Core Duo L2300,2,2,1.5 GHz,,667.0,2MB,15.0,BGA479,Core Duo,,,,2.0,,,1.5,15.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo L2400,2,2,1.667 GHz,,667.0,2MB,15.0,BGA479,Core Duo,,,2006.0,2.0,,,1.66,15.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo L2500,2,2,1.833 GHz,,667.0,2MB,15.0,BGA479,Core Duo,,,,2.0,,,1.83,15.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2050,2,2,1.6 GHz,,533.0,2MB,,Socket M,Core Duo,,,,2.0,,,1.6,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2250,2,2,1.733 GHz,,533.0,2MB,,Socket M,Core Duo,,,,2.0,,,1.73,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2300,2,2,1.667 GHz,,667.0,2MB,31.0,BGA479,Core Duo,,,,2.0,2.0,,1.66,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2300,2,2,1.667 GHz,,667.0,2MB,31.0,Socket M,Core Duo,,,,2.0,2.0,,1.66,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2300E,2,2,1.667 GHz,,667.0,2MB,31.0,BGA479,Core Duo,,,,2.0,2.0,,1.66,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2300E,2,2,1.667 GHz,,667.0,2MB,31.0,Socket M,Core Duo,,,,2.0,2.0,,1.66,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2350,2,2,1.867 GHz,,533.0,2MB,,Socket M,Core Duo,,,,2.0,2.0,,1.86,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2400,2,2,1.833 GHz,,667.0,2MB,31.0,BGA479,Core Duo,,,,2.0,2.0,,1.83,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2400,2,2,1.833 GHz,,667.0,2MB,31.0,Socket M,Core Duo,,,,2.0,2.0,,1.83,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2450,2,2,2 GHz,,533.0,2MB,,Socket M,Core Duo,,,,2.0,2.0,,2.0,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2500,2,2,2 GHz,,667.0,2MB,31.0,BGA479,Core Duo,,,2006.0,2.0,2.0,,2.0,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2500,2,2,2 GHz,,667.0,2MB,31.0,Socket M,Core Duo,,,2006.0,2.0,2.0,,2.0,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2600,2,2,2.167 GHz,,667.0,2MB,31.0,BGA479,Core Duo,,,,2.0,2.0,,2.16,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2600,2,2,2.167 GHz,,667.0,2MB,31.0,Socket M,Core Duo,,,,2.0,2.0,,2.16,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2700,2,2,2.333 GHz,,667.0,2MB,31.0,BGA479,Core Duo,,,,2.0,2.0,,2.33,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo T2700,2,2,2.333 GHz,,667.0,2MB,31.0,Socket M,Core Duo,,,,2.0,2.0,,2.33,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo U2400,2,2,1.067 GHz,,533.0,2MB,9.0,BGA479,Core Duo,,,,2.0,2.0,,1.06,9.0,L2 Cache,2.0,65.0,Discontinued,
Core Duo U2500,2,2,1.2 GHz,,533.0,2MB,9.0,BGA479,Core Duo,,,2006.0,2.0,2.0,,1.2,9.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo T1200,1,1,1.5 GHz,,667.0,2MB,,Socket M,Core Solo,,,,,,,,,,,,,
Core Solo T1250,1,1,1.733 GHz,,533.0,2MB,31.0,Socket M,Core Solo,,,,1.0,,,1.73,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo T1300,1,1,1.667 GHz,,667.0,2MB,27.0,BGA479,Core Solo,,,,1.0,1.0,,1.66,27.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo T1300,1,1,1.667 GHz,,667.0,2MB,27.0,Socket M,Core Solo,,,,1.0,1.0,,1.66,27.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo T1350,1,1,1.867 GHz,,533.0,2MB,31.0,Socket M,Core Solo,,,,1.0,1.0,,1.86,31.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo T1400,1,1,1.833 GHz,,667.0,2MB,27.0,BGA479,Core Solo,,,,1.0,1.0,,1.83,27.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo T1400,1,1,1.833 GHz,,667.0,2MB,27.0,Socket M,Core Solo,,,,1.0,1.0,,1.83,27.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo T1500,1,1,2 GHz,,667.0,2MB,,BGA479,Core Solo,,,,,,,,,,,,,
Core Solo T1500,1,1,2 GHz,,667.0,2MB,,Socket M,Core Solo,,,,,,,,,,,,,
Core Solo U1300,1,1,1.067 GHz,,533.0,2MB,5.5,BGA479,Core Solo,,,,1.0,1.0,,1.06,6.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo U1400,1,1,1.2 GHz,,533.0,2MB,5.5,BGA479,Core Solo,,,,1.0,1.0,,1.2,6.0,L2 Cache,2.0,65.0,Discontinued,
Core Solo U1500,1,1,1.333 GHz,,533.0,2MB,5.5,BGA479,Core Solo,,,,1.0,1.0,,1.33,5.5,L2 Cache,2.0,65.0,Discontinued,
Core i3-2100,2,4,3.1 GHz,,,512KB,65.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,3.1,65.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i3-2100T,2,4,2.5 GHz,,,512KB,35.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,2.5,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i3-2102,2,4,3.1 GHz,,,512KB,65.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,3.1,65.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i3-2105,2,4,3.1 GHz,,,512KB,65.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,3.1,65.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2115C,2,4,2 GHz,,,512KB,25.0,BGA1284,Core i3,3MB,,2012.0,2.0,4.0,,2.0,25.0,Intel Smart Cache,3.0,,Launched,
Core i3-2120,2,4,3.3 GHz,,,512KB,65.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,3.3,65.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i3-2120T,2,4,2.6 GHz,,,512KB,35.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,2.6,35.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i3-2125,2,4,3.3 GHz,,,512KB,65.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,3.3,65.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 3000 Graphics
Core i3-2130,2,4,3.4 GHz,,,512KB,65.0,Socket 1155,Core i3,3MB,,2011.0,2.0,4.0,,3.4,65.0,Intel Smart Cache,3.0,32.0,Discontinued,Intel HD 2000 Graphics
Core i3-3115C,2,4,2.5 GHz,,,512KB,25.0,BGA1284,Core i3,4MB,,2013.0,2.0,4.0,,2.5,25.0,L3 Cache,4.0,22.0,Launched,
Core i3-3210,2,4,3.2 GHz,,,512KB,55.0,Socket 1155,Core i3,3MB,,2013.0,2.0,4.0,,3.2,55.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i3-3220,2,4,3.3 GHz,,,512KB,55.0,Socket 1155,Core i3,3MB,,2012.0,2.0,4.0,,3.3,55.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i3-3220T,2,4,2.8 GHz,,,512KB,35.0,Socket 1155,Core i3,3MB,,2012.0,2.0,4.0,,2.8,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i3-3225,2,4,3.3 GHz,,,512KB,55.0,Socket 1155,Core i3,3MB,,2012.0,2.0,4.0,,3.3,55.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3240,2,4,3.4 GHz,,,512KB,55.0,Socket 1155,Core i3,3MB,,2012.0,2.0,4.0,,3.4,55.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i3-3240T,2,4,2.9 GHz,,,512KB,35.0,Socket 1155,Core i3,3MB,,2012.0,2.0,4.0,,2.9,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i3-3245,2,4,3.4 GHz,,,512KB,55.0,Socket 1155,Core i3,3MB,,2013.0,2.0,4.0,,3.4,55.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4000 Graphics
Core i3-3250,2,4,3.5 GHz,,,512KB,55.0,Socket 1155,Core i3,3MB,,2013.0,2.0,4.0,,3.5,55.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i3-3250T,2,4,3 GHz,,,512KB,35.0,Socket 1155,Core i3,3MB,,2013.0,2.0,4.0,,3.0,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 2500 Graphics
Core i3-4130,2,4,3.4 GHz,,,512KB,54.0,Socket 1150,Core i3,3MB,,2013.0,2.0,4.0,,3.4,54.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4130T,2,4,2.9 GHz,,,512KB,35.0,Socket 1150,Core i3,3MB,,2013.0,2.0,4.0,,2.9,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4150,2,4,3.5 GHz,,,512KB,54.0,Socket 1150,Core i3,3MB,,2014.0,2.0,4.0,,3.5,54.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4150T,2,4,3 GHz,,,512KB,35.0,Socket 1150,Core i3,3MB,,2014.0,2.0,4.0,,3.0,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4160,2,4,3.6 GHz,,,512KB,54.0,Socket 1150,Core i3,3MB,,2014.0,2.0,4.0,,3.6,54.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4160T,2,4,3.1 GHz,,,512KB,35.0,Socket 1150,Core i3,3MB,,2014.0,2.0,4.0,,3.1,35.0,Intel Smart Cache,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4170,2,4,3.7 GHz,,,512KB,54.0,Socket 1150,Core i3,3MB,,2015.0,2.0,4.0,,3.7,54.0,,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4170T,2,4,3.2 GHz,,,512KB,35.0,Socket 1150,Core i3,3MB,,2015.0,2.0,4.0,,3.2,35.0,,3.0,22.0,Discontinued,Intel HD 4400 Graphics
Core i3-4330,2,4,3.5 GHz,,,512KB,54.0,Socket 1150,Core i3,4MB,,2013.0,2.0,4.0,,3.5,54.0,Intel Smart Cache,4.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4330T,2,4,3 GHz,,,512KB,35.0,Socket 1150,Core i3,4MB,,2013.0,2.0,4.0,,3.0,35.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4330TE,2,4,2.4 GHz,,,512KB,35.0,Socket 1150,Core i3,4MB,,2013.0,2.0,4.0,,2.4,35.0,Intel Smart Cache,4.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4340,2,4,3.6 GHz,,,512KB,54.0,Socket 1150,Core i3,4MB,,2013.0,2.0,4.0,,3.6,54.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4340TE,2,4,2.6 GHz,,,512KB,35.0,Socket 1150,Core i3,4MB,,2014.0,2.0,4.0,,2.6,35.0,Intel Smart Cache,4.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4350,2,4,3.6 GHz,,,512KB,54.0,Socket 1150,Core i3,4MB,,2014.0,2.0,4.0,,3.6,54.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4350T,2,4,3.1 GHz,,,512KB,35.0,Socket 1150,Core i3,4MB,,2014.0,2.0,4.0,,3.1,35.0,Intel Smart Cache,4.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4360,2,4,3.7 GHz,,,512KB,54.0,Socket 1150,Core i3,4MB,,2014.0,2.0,4.0,,3.7,54.0,Intel Smart Cache,4.0,22.0,Launched,Intel HD 4600 Graphics
Core i3-4360T,2,4,3.2 GHz,,,512KB,35.0,Socket 1150,Core i3,4MB,,2014.0,2.0,4.0,,3.2,35.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4370,2,4,3.8 GHz,,,512KB,54.0,Socket 1150,Core i3,4MB,,2014.0,2.0,4.0,,3.8,54.0,Intel Smart Cache,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-4370T,2,4,3.3 GHz,,,512KB,35.0,Socket 1150,Core i3,4MB,,2015.0,2.0,4.0,,3.3,35.0,,4.0,22.0,Discontinued,Intel HD 4600 Graphics
Core i3-530,2,4,2.933 GHz,,,512KB,73.0,Socket 1156,Core i3,4MB,,2010.0,2.0,4.0,,2.93,73.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-540,2,4,3.067 GHz,,,512KB,73.0,Socket 1156,Core i3,4MB,,2010.0,2.0,4.0,,3.06,73.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-550,2,4,3.2 GHz,,,512KB,73.0,Socket 1156,Core i3,4MB,,2010.0,2.0,4.0,,3.2,73.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-560,2,4,3.333 GHz,,,512KB,73.0,Socket 1156,Core i3,4MB,,2010.0,2.0,4.0,,3.33,73.0,Intel Smart Cache,4.0,32.0,Discontinued,Intel HD Graphics for Previous Gen Intel Processors
Core i3-6098P,2,4,3.6 GHz,,,512KB,54.0,Socket 1151,Core i3,3MB,,2015.0,2.0,4.0,,3.6,54.0,,3.0,14.0,Discontinued,Intel HD 510 Graphics
Core i3-6100,2,4,3.7 GHz,,,512KB,51.0,Socket 1151,Core i3,3MB,,2015.0,2.0,4.0,,3.7,51.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 530 Graphics
Core i3-6100T,2,4,3.2 GHz,,,512KB,35.0,Socket 1151,Core i3,3MB,,2015.0,2.0,4.0,,3.2,35.0,Intel Smart Cache,3.0,14.0,Discontinued,Intel HD 530 Graphics
Core i3-6100TE,2,4,2.7 GHz,,,512KB,35.0,Socket 1151,Core i3,4MB,,2015.0,2.0,4.0,,2.7,35.0,Intel Smart Cache,4.0,14.0,Launched,Intel HD 530 Graphics
Core i3-6300,2,4,3.8 GHz,,,512KB,51.0,Socket 1151,Core i3,4MB,,2015.0,2.0,4.0,,3.8,51.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 530 Graphics
Core i3-6300T,2,4,3.3 GHz,,,512KB,35.0,Socket 1151,Core i3,4MB,,2015.0,2.0,4.0,,3.3,35.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 530 Graphics
Core i3-6320,2,4,3.9 GHz,,,512KB,51.0,Socket 1151,Core i3,4MB,,2015.0,2.0,4.0,,3.9,51.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 530 Graphics
Core i3-7100,2,4,3.9 GHz,,,512KB,51.0,Socket 1151,Core i3,3MB,,2017.0,2.0,4.0,,3.9,51.0,Intel Smart Cache,3.0,14.0,Discontinued,Intel HD 630 Graphics
Core i3-7100E,2,4,2.9 GHz,,,512KB,35.0,BGA1440,Core i3,3MB,,2017.0,2.0,4.0,,2.9,35.0,,3.0,14.0,Launched,Intel HD 630 Graphics
Core i3-7100T,2,4,3.4 GHz,,,512KB,35.0,Socket 1151,Core i3,3MB,,2017.0,2.0,4.0,,3.4,35.0,Intel Smart Cache,3.0,14.0,Discontinued,Intel HD 630 Graphics
Core i3-7101E,2,4,3.9 GHz,,,512KB,54.0,Socket 1151,Core i3,3MB,,2017.0,2.0,4.0,,3.9,54.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 630 Graphics
Core i3-7101TE,2,4,3.4 GHz,,,512KB,35.0,Socket 1151,Core i3,3MB,,2017.0,2.0,4.0,,3.4,35.0,Intel Smart Cache,3.0,14.0,Launched,Intel HD 630 Graphics
Core i3-7102E,2,4,2.1 GHz,,,512KB,25.0,BGA1440,Core i3,3MB,,2017.0,2.0,4.0,,2.1,25.0,,3.0,14.0,Launched,Intel HD 630 Graphics
Core i3-7120 (1),2,4,4 GHz,,,512KB,51.0,Socket 1151,Core i3,3MB,,,,,,,,,,,,
Core i3-7120T (1),2,4,3.5 GHz,,,512KB,35.0,Socket 1151,Core i3,3MB,,,,,,,,,,,,
Core i3-7300,2,4,4 GHz,,,512KB,51.0,Socket 1151,Core i3,4MB,,2017.0,2.0,4.0,,4.0,51.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 630 Graphics
Core i3-7300T,2,4,3.5 GHz,,,512KB,35.0,Socket 1151,Core i3,4MB,,2017.0,2.0,4.0,,3.5,35.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 630 Graphics
Core i3-7320,2,4,4.1 GHz,,,512KB,51.0,Socket 1151,Core i3,4MB,,2017.0,2.0,4.0,,4.1,51.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 630 Graphics
Core i3-7320T (1),2,4,3.6 GHz,,,512KB,35.0,Socket 1151,Core i3,4MB,,,,,,,,,,,,
Core i3-7340 (1),2,4,4.2 GHz,,,512KB,51.0,Socket 1151,Core i3,4MB,,,,,,,,,,,,
Core i3-7350K,2,4,4.2 GHz,,,512KB,60.0,Socket 1151,Core i3,4MB,,2017.0,2.0,4.0,,4.2,60.0,Intel Smart Cache,4.0,14.0,Discontinued,Intel HD 630 Graphics
Core i3-8100,4,4,3.6 GHz,,,1MB,65.0,Socket 1151,Core i3,6MB,,2017.0,4.0,4.0,,3.6,65.0,Intel Smart Cache,6.0,14.0,Launched,Intel UHD 630 Graphics
