Model / Part,Cores,Threads,Freq.,Turbo freq.,FSB (MHz),L2 cache,TDP (Watt),Socket,Category,L3 cache,L1 cache,releaseDate,cores,threads,maxTurboClock,baseClock,cache,cacheInfo,TDP,lith,status,integratedG
Core i7-8700B,6,12,3.2 GHz,4.6 GHz,,1.5MB,65.0,BGA1440,Core i7 Mobile,12MB,,2018.0,6.0,12.0,4.6,3.2,65.0,Intel Smart Cache,12.0,14.0,Launched,Intel UHD 630 Graphics
Core i7-8705G,4,8,3.1 GHz,4.1 GHz,,1MB,65.0,BGA2270,Core i7 Mobile,8MB,,,,,,,,,,,,
Core i7-8706G,4,8,3.1 GHz,4.1 GHz,,1MB,65.0,BGA2270,Core i7 Mobile,8MB,,,,,,,,,,,,
Core i7-8709G,4,8,3.1 GHz,4.1 GHz,,1MB,100.0,BGA2270,Core i7 Mobile,8MB,,,,,,,,,,,,
Core i7-8750H,6,12,2.2 GHz,4.1 GHz,,1.5MB,45.0,BGA1440,Core i7 Mobile,9MB,,2018.0,6.0,12.0,4.1,2.2,45.0,Intel Smart Cache,9.0,14.0,Launched,Intel UHD 630 Graphics
Core i7-8809G,4,8,3.1 GHz,4.2 GHz,,1MB,100.0,BGA2270,Core i7 Mobile,8MB,,,,,,,,,,,,
Core i7-8850H,6,12,2.6 GHz,4.3 GHz,,1.5MB,45.0,BGA1440,Core i7 Mobile,9MB,,2018.0,6.0,12.0,4.3,2.6,45.0,Intel Smart Cache,9.0,14.0,Launched,Intel UHD 630 Graphics
Core i7-9750H,6,12,2.6 GHz,4.5 GHz,,1.5MB,45.0,BGA1440,Core i7 Mobile,12MB,,2019.0,6.0,12.0,4.5,2.6,45.0,Intel Smart Cache,12.0,14.0,Launched,Intel UHD 630 Graphics
Core i7-9750HF,6,12,2.6 GHz,4.5 GHz,,1.5MB,45.0,BGA1440,Core i7 Mobile,12MB,,2019.0,6.0,12.0,4.5,2.6,45.0,Intel Smart Cache,12.0,14.0,Launched,
Core i7-9850H,6,12,2.6 GHz,4.6 GHz,,1.5MB,45.0,BGA1440,Core i7 Mobile,12MB,,2019.0,6.0,12.0,4.6,2.6,45.0,,12.0,14.0,Launched,Intel UHD 630 Graphics
Core i7-9850HE,6,12,2.7 GHz,4.4 GHz,,1.5MB,45.0,BGA1440,Core i7 Mobile,9MB,,2019.0,6.0,12.0,4.4,2.7,45.0,,9.0,14.0,Launched,Intel UHD 630 Graphics
Core i7-9850HL,6,12,1.9 GHz,4.1 GHz,,1.5MB,25.0,BGA1440,Core i7 Mobile,9MB,,2019.0,6.0,12.0,4.1,1.9,25.0,,9.0,14.0,Launched,Intel UHD 630 Graphics
Core i7-2920XM,4,8,2.5 GHz,3.5 GHz,,1MB,55.0,Socket G2,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i7-2960XM,4,8,2.7 GHz,3.7 GHz,,1MB,55.0,Socket G2,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i7-3920XM,4,8,2.9 GHz,3.8 GHz,,1MB,55.0,Socket G2,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i7-3940XM,4,8,3 GHz,3.9 GHz,,1MB,55.0,Socket G2,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i7-4930MX,4,8,3 GHz,3.9 GHz,,1MB,57.0,Socket G3,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i7-4940MX,4,8,3.1 GHz,4 GHz,,1MB,57.0,Socket G3,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i7-920XM,4,8,2 GHz,3.2 GHz,,1MB,55.0,Socket G1,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i7-940XM,4,8,2.133 GHz,3.333 GHz,,1MB,55.0,Socket G1,Core i7 Mobile Extreme Edition,8MB,,,,,,,,,,,,
Core i9-10900X,10,20,3.7 GHz,4.7 GHz,,10MB,165.0,Socket 2066,Core i9,19.25MB,,,,,,,,,,,,
Core i9-10920X,12,24,3.5 GHz,4.8 GHz,,12MB,165.0,Socket 2066,Core i9,19.25MB,,,,,,,,,,,,
Core i9-10940X,14,28,3.3 GHz,4.8 GHz,,14MB,165.0,Socket 2066,Core i9,19.25MB,,,,,,,,,,,,
Core i9-7900X,10,20,3.3 GHz,4.5 GHz,,10MB,140.0,Socket 2066,Core i9,13.75MB,,,,,,,,,,,,
Core i9-7920X,12,24,2.9 GHz,4.4 GHz,,12MB,140.0,Socket 2066,Core i9,16.5MB,,,,,,,,,,,,
Core i9-7940X,14,28,3.1 GHz,4.4 GHz,,14MB,165.0,Socket 2066,Core i9,19.25MB,,,,,,,,,,,,
Core i9-7960X,16,32,2.8 GHz,4.4 GHz,,16MB,165.0,Socket 2066,Core i9,22MB,,,,,,,,,,,,
Core i9-9820X,10,20,3.3 GHz,4.2 GHz,,10MB,165.0,Socket 2066,Core i9,16.5MB,,,,,,,,,,,,
Core i9-9900,8,16,3.1 GHz,5 GHz,,2MB,65.0,Socket 1151,Core i9,16MB,,2019.0,8.0,16.0,5.0,3.1,65.0,Intel Smart Cache,16.0,14.0,Launched,Intel UHD 630 Graphics
Core i9-9900K,8,16,3.6 GHz,5 GHz,,2MB,95.0,Socket 1151,Core i9,16MB,,2018.0,8.0,16.0,5.0,3.6,95.0,Intel Smart Cache,16.0,14.0,Launched,Intel UHD 630 Graphics
Core i9-9900KF,8,16,3.6 GHz,5 GHz,,2MB,95.0,Socket 1151,Core i9,16MB,,2019.0,8.0,16.0,5.0,3.6,95.0,Intel Smart Cache,16.0,14.0,Launched,
Core i9-9900KS,8,16,4 GHz,5 GHz,,2MB,127.0,Socket 1151,Core i9,16MB,,2019.0,8.0,16.0,5.0,4.0,127.0,Intel Smart Cache,16.0,14.0,Discontinued,Intel UHD 630 Graphics
Core i9-9900T,8,16,2.1 GHz,4.4 GHz,,2MB,35.0,Socket 1151,Core i9,16MB,,2019.0,8.0,16.0,4.4,2.1,35.0,Intel Smart Cache,16.0,14.0,Launched,Intel UHD 630 Graphics
Core i9-9900X,10,20,3.5 GHz,4.5 GHz,,10MB,165.0,Socket 2066,Core i9,19.25MB,,,,,,,,,,,,
Core i9-9920X,12,24,3.5 GHz,4.5 GHz,,12MB,165.0,Socket 2066,Core i9,19.25MB,,,,,,,,,,,,
Core i9-9940X,14,28,3.3 GHz,4.5 GHz,,14MB,165.0,Socket 2066,Core i9,19.25MB,,,,,,,,,,,,
Core i9-9960X,16,32,3.1 GHz,4.5 GHz,,16MB,165.0,Socket 2066,Core i9,22MB,,,,,,,,,,,,
Core i9-10980XE,18,36,3 GHz,4.8 GHz,,18MB,165.0,Socket 2066,Core i9 Extreme Edition,24.75MB,,,,,,,,,,,,
Core i9-7980XE,18,36,2.6 GHz,4.4 GHz,,18MB,165.0,Socket 2066,Core i9 Extreme Edition,24.75MB,,,,,,,,,,,,
Core i9-9980XE,18,36,3 GHz,4.5 GHz,,18MB,165.0,Socket 2066,Core i9 Extreme Edition,24.75MB,,,,,,,,,,,,
Core i9-9990XE,14,14,4 GHz,5 GHz,,14MB,255.0,Socket 2066,Core i9 Extreme Edition,19.25MB,,,,,,,,,,,,
Itanium 2 YK80542KC90015M,1,1,900 MHz,,400.0,256KB,90.0,Socket PAC611,Itanium 2,1.5MB,,,,,,,,,,,,
Itanium 2 YA80543KC00115M,1,1,1 GHz,,400.0,256KB,62.0,Socket PAC611,Itanium 2,1.5MB,,,,,,,,,,,,
Itanium 2 YK80542KC00115M,1,1,1 GHz,,400.0,256KB,,Socket PAC611,Itanium 2,1.5MB,,,,,,,,,,,,
Itanium 2 YK80542KC0013M,1,1,1 GHz,,400.0,256KB,100.0,Socket PAC611,Itanium 2,3MB,,,,,,,,,,,,
Itanium 2 YA80543KC0133M,1,1,1.3 GHz,,400.0,256KB,97.0,Socket PAC611,Itanium 2,3MB,,,,,,,,,,,,
Itanium 2 YA80543KC01715M,1,1,1.4 GHz,,400.0,256KB,91.0,Socket PAC611,Itanium 2,1.5MB,,,,,,,,,,,,
Itanium 2 YA80543KC0173M,1,1,1.4 GHz,,400.0,256KB,91.0,Socket PAC611,Itanium 2,3MB,,,,,,,,,,,,
Itanium 2 YA80543KC0174M,1,1,1.4 GHz,,400.0,256KB,91.0,Socket PAC611,Itanium 2,4MB,,,,,,,,,,,,
Itanium 2 YA80543KC0214M,1,1,1.5 GHz,,400.0,256KB,107.0,Socket PAC611,Itanium 2,4MB,,,,,,,,,,,,
Itanium 2 YA80543KC0216M,1,1,1.5 GHz,,400.0,256KB,107.0,Socket PAC611,Itanium 2,6MB,,,,,,,,,,,,
Itanium 2 YA80543KC0253M,1,1,1.6 GHz,,400.0,256KB,122.0,Socket PAC611,Itanium 2,3MB,,,,,,,,,,,,
Itanium 2 YA80543KE0253M,1,1,1.6 GHz,,533.0,256KB,122.0,Socket PAC611,Itanium 2,3MB,,,,,,,,,,,,
Itanium 2 9010,1,1,1.6 GHz,,400.0,1.25MB,75.0,Socket PAC611,Itanium 2,6MB,,,,,,,,,,,,
Itanium 2 YA80543KC0256M,1,1,1.6 GHz,,400.0,256KB,122.0,Socket PAC611,Itanium 2,6MB,,,,,,,,,,,,
Itanium 2 YA80543KE0256M,1,1,1.6 GHz,,533.0,256KB,122.0,Socket PAC611,Itanium 2,6MB,,,,,,,,,,,,
Itanium 2 YA80543KC0259M,1,1,1.6 GHz,,400.0,256KB,122.0,Socket PAC611,Itanium 2,9MB,,,,,,,,,,,,
Itanium 2 YA80543KE0259M,1,1,1.6 GHz,,533.0,256KB,122.0,Socket PAC611,Itanium 2,9MB,,,,,,,,,,,,
Itanium 2 YA80543KF0286M,1,1,1.667 GHz,,667.0,256KB,122.0,Socket PAC611,Itanium 2,6MB,,,,,,,,,,,,
Itanium 2 YA80543KF0289M,1,1,1.667 GHz,,667.0,256KB,122.0,Socket PAC611,Itanium 2,9MB,,,,,,,,,,,,
Itanium 2 9015,2,4,1.4 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,12MB,,,,,,,,,,,,
Itanium 2 9020,2,4,1.42 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,12MB,,,,,,,,,,,,
Itanium 2 9030,2,2,1.6 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,8MB,,,,,,,,,,,,
Itanium 2 9040,2,4,1.6 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,18MB,,,,,,,,,,,,
Itanium 2 9050,2,4,1.6 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9052,2,4,1.6 GHz,,533.0,2.5MB,104.0,Socket PAC611,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9110N,1,1,1.6 GHz,,400.0,1.25MB,75.0,Socket PAC611,Itanium 2,12MB,,,,,,,,,,,,
Itanium 2 9120N,2,4,1.42 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,12MB,,,,,,,,,,,,
Itanium 2 9130M,2,2,1.667 GHz,,667.0,2.5MB,104.0,Socket PAC611,Itanium 2,8MB,,,,,,,,,,,,
Itanium 2 9140M,2,4,1.667 GHz,,667.0,2.5MB,104.0,Socket PAC611,Itanium 2,18MB,,,,,,,,,,,,
Itanium 2 9140N,2,4,1.6 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,18MB,,,,,,,,,,,,
Itanium 2 9150M,2,4,1.667 GHz,,667.0,2.5MB,104.0,Socket PAC611,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9150N,2,4,1.6 GHz,,400.0,2.5MB,104.0,Socket PAC611,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9152,2,4,1.6 GHz,,667.0,2.5MB,104.0,Socket PAC611,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9310,2,4,1.6 GHz,,,1.5MB,130.0,Socket 1248,Itanium 2,10MB,,,,,,,,,,,,
Itanium 2 9320,4,8,1.333 GHz,1.467 GHz,,3MB,155.0,Socket 1248,Itanium 2,16MB,,,,,,,,,,,,
Itanium 2 9330,4,8,1.467 GHz,1.6 GHz,,3MB,155.0,Socket 1248,Itanium 2,20MB,,,,,,,,,,,,
Itanium 2 9340,4,8,1.6 GHz,1.733 GHz,,3MB,185.0,Socket 1248,Itanium 2,20MB,,,,,,,,,,,,
Itanium 2 9350,4,8,1.733 GHz,1.867 GHz,,3MB,185.0,Socket 1248,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9520,4,8,1.733 GHz,,,3MB,130.0,Socket 1248,Itanium 2,20MB,,,,,,,,,,,,
Itanium 2 9540,8,16,2.133 GHz,,,6MB,170.0,Socket 1248,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9550,4,8,2.4 GHz,,,3MB,170.0,Socket 1248,Itanium 2,32MB,,,,,,,,,,,,
Itanium 2 9560,8,16,2.533 GHz,,,6MB,170.0,Socket 1248,Itanium 2,32MB,,,,,,,,,,,,
Itanium 2 9720,4,8,1.733 GHz,,,3MB,130.0,Socket 1248,Itanium 2,20MB,,,,,,,,,,,,
Itanium 2 9740,8,16,2.133 GHz,,,6MB,170.0,Socket 1248,Itanium 2,24MB,,,,,,,,,,,,
Itanium 2 9750,4,8,2.533 GHz,,,3MB,170.0,Socket 1248,Itanium 2,32MB,,,,,,,,,,,,
Itanium 2 9760,8,16,2.667 GHz,,,6MB,170.0,Socket 1248,Itanium 2,32MB,,,,,,,,,,,,
Mobile Celeron KC80524KX266128LP,1,1,266 MHz,,66.0,128KB,7.9,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80524KX266128,1,1,266 MHz,,66.0,128KB,9.8,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80524KX266128,1,1,266 MHz,,66.0,128KB,9.8,Socket 615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80524KX300128,1,1,300 MHz,,66.0,128KB,11.1,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80524KX300128,1,1,300 MHz,,66.0,128KB,11.1,Socket 615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80524KX333128,1,1,333 MHz,,66.0,128KB,11.8,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80524KX333128,1,1,333 MHz,,66.0,128KB,11.8,Socket 615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80524KX366128,1,1,366 MHz,,66.0,128KB,13.1,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80524KX366128,1,1,366 MHz,,66.0,128KB,13.1,Socket 615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526LY400128,1,1,400 MHz,,100.0,128KB,10.1,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80524KX400128,1,1,400 MHz,,66.0,128KB,13.8,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80524KX400128,1,1,400 MHz,,66.0,128KB,13.8,Socket 615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80524KX433128,1,1,433 MHz,,66.0,128KB,19.4,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80524KX433128,1,1,433 MHz,,66.0,128KB,19.4,Socket 615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY450128,1,1,450 MHz,,100.0,128KB,15.5,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY450128,1,1,450 MHz,,100.0,128KB,15.5,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80524KX466128,1,1,466 MHz,,66.0,128KB,20.7,BGA615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80524KX466128,1,1,466 MHz,,66.0,128KB,20.7,Socket 615,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526LL500128,1,1,500 MHz,,100.0,128KB,8.1,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526LY500128,1,1,500 MHz,,100.0,128KB,12.2,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY500128,1,1,500 MHz,,100.0,128KB,16.8,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY500128,1,1,500 MHz,,100.0,128KB,16.8,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY550128,1,1,550 MHz,,100.0,128KB,18.4,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY550128,1,1,550 MHz,,100.0,128KB,18.4,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526LL600128,1,1,600 MHz,,100.0,128KB,9.7,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526LY600128,1,1,600 MHz,,100.0,128KB,14.4,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY600128,1,1,600 MHz,,100.0,128KB,20.0,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY600128,1,1,600 MHz,,100.0,128KB,20.0,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530VY650256,1,1,650 MHz,,100.0,256KB,7.0,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530MY650256,1,1,650 MHz,,100.0,256KB,10.6,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY650128,1,1,650 MHz,,100.0,128KB,21.5,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY650128,1,1,650 MHz,,100.0,128KB,21.5,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530MZ667256,1,1,667 MHz,,133.0,256KB,,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530VY700256,1,1,700 MHz,,100.0,256KB,7.0,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY700128,1,1,700 MHz,,100.0,128KB,23.0,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY700128,1,1,700 MHz,,100.0,128KB,23.0,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530VZ733256,1,1,733 MHz,,133.0,256KB,7.0,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530MZ733256,1,1,733 MHz,,133.0,256KB,11.2,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KW80533NZ733128,1,1,733 MHz,,133.0,128KB,20.6,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80533NZ733128,1,1,733 MHz,,133.0,128KB,20.6,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY750128,1,1,750 MHz,,100.0,128KB,24.6,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY750128,1,1,750 MHz,,100.0,128KB,24.6,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530VZ800256,1,1,800 MHz,,133.0,256KB,7.0,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KW80533NZ800128,1,1,800 MHz,,133.0,128KB,22.0,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80533NZ800128,1,1,800 MHz,,133.0,128KB,22.0,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY800128,1,1,800 MHz,,100.0,128KB,25.9,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY800128,1,1,800 MHz,,100.0,128KB,25.9,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY850128,1,1,850 MHz,,100.0,128KB,27.5,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY850128,1,1,850 MHz,,100.0,128KB,27.5,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530MZ866256,1,1,866 MHz,,133.0,256KB,9.61,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KW80533NZ866128,1,1,866 MHz,,133.0,128KB,23.3,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80533NZ866128,1,1,866 MHz,,133.0,128KB,23.3,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530VZ866256,1,1,866 MHz,,133.0,256KB,,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KC80526NY900128,1,1,900 MHz,,100.0,128KB,30.7,BGA495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KP80526NY900128,1,1,900 MHz,,100.0,128KB,30.7,Socket 495,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron KW80533NZ933128,1,1,933 MHz,,133.0,128KB,24.6,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80533NZ933128,1,1,933 MHz,,133.0,128KB,24.6,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530MZ933256,1,1,933 MHz,,133.0,256KB,,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80530NZ001256,1,1,1 GHz,,133.0,256KB,22.0,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530MZ001256,1,1,1 GHz,,133.0,256KB,,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RJ80530NZ001256,1,1,1 GHz,,133.0,256KB,22.0,BGA479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80530NZ004256,1,1,1.067 GHz,,133.0,256KB,23.2,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80530NZ006256,1,1,1.133 GHz,,133.0,256KB,23.8,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80530NZ009256,1,1,1.2 GHz,,133.0,256KB,24.4,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80530NZ012256,1,1,1.267 GHz,,133.0,256KB,22.0,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80530NZ014256,1,1,1.333 GHz,,133.0,256KB,19.0,Socket 479,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC017256,1,1,1.4 GHz,,400.0,256KB,30.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC021256,1,1,1.5 GHz,,400.0,256KB,30.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC025256,1,1,1.6 GHz,,400.0,256KB,30.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC029256,1,1,1.7 GHz,,400.0,256KB,30.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC033256,1,1,1.8 GHz,,400.0,256KB,30.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC041256,1,1,2 GHz,,400.0,256KB,32.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron 900,1,1,2.2 GHz,,800.0,1MB,35.0,Socket P,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC049256,1,1,2.2 GHz,,400.0,256KB,35.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron 925,1,1,2.3 GHz,,800.0,1MB,35.0,Socket P,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC056256,1,1,2.4 GHz,,400.0,256KB,35.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron RH80532NC060256,1,1,2.5 GHz,,400.0,256KB,35.0,Socket 478,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2805,2,2,1.467 GHz,,,1MB,4.3,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2806,2,2,1.6 GHz,2 GHz,,1MB,4.3,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2807,2,2,1.58 GHz,2.167 GHz,,1MB,4.3,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2808,2,2,1.58 GHz,2.25 GHz,,1MB,4.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2810,2,2,2 GHz,,,1MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2815,2,2,1.867 GHz,2.133 GHz,,1MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2820,2,2,2.133 GHz,2.39 GHz,,1MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2830,2,2,2.167 GHz,2.42 GHz,,1MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2840,2,2,2.167 GHz,2.58 GHz,,1MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2910,4,4,1.6 GHz,,,2MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2920,4,4,1.867 GHz,2 GHz,,2MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2930,4,4,1.833 GHz,2.167 GHz,,2MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N2940,4,4,1.833 GHz,2.25 GHz,,2MB,7.5,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3000,2,2,1.04 GHz,2.08 GHz,,2MB,4.0,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3010,2,2,1.04 GHz,2.24 GHz,,2MB,4.0,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3050,2,2,1.6 GHz,2.167 GHz,,2MB,6.0,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3060,2,2,1.6 GHz,2.48 GHz,,2MB,6.0,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3150,4,4,1.6 GHz,2.08 GHz,,2MB,6.0,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3160,4,4,1.6 GHz,2.24 GHz,,2MB,6.0,BGA1170,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3350,2,2,1.1 GHz,2.4 GHz,,2MB,6.0,BGA1296,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3350E,2,2,1.1 GHz,2.4 GHz,,2MB,6.0,BGA,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N3450,4,4,1.1 GHz,2.2 GHz,,2MB,6.0,BGA1296,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N4000,2,2,1.1 GHz,2.6 GHz,,4MB,6.0,BGA1090,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N4020,2,2,1.1 GHz,2.8 GHz,,4MB,6.0,BGA1090,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N4100,4,4,1.1 GHz,2.4 GHz,,4MB,6.0,BGA1090,Mobile Celeron,,,,,,,,,,,,,
Mobile Celeron N4120,4,4,1.1 GHz,2.6 GHz,,4MB,6.0,BGA1090,Mobile Celeron,,,,,,,,,,,,,
Celeron 1000M,2,2,1.8 GHz,,,512KB,35.0,Socket G2,Mobile Celeron Dual-Core,2MB,,2013.0,2.0,,,1.8,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 3rd Generation Intel Processors
